date,gross_return,cost,net_return,turnover,equity
2010-06-21,0.0,0.0,0.0,0.0,1.0
2010-06-22,0.0,0.0,0.0,0.0,1.0
2010-06-23,0.0,0.0,0.0,0.0,1.0
2010-06-24,0.0,0.0,0.0,0.0,1.0
2010-06-25,0.0,0.0,0.0,0.0,1.0
2010-06-28,0.0,0.0,0.0,0.0,1.0
2010-06-29,0.0,0.0,0.0,0.0,1.0
2010-06-30,0.0,0.0,0.0,0.0,1.0
2010-07-01,0.0,0.0,0.0,0.0,1.0
2010-07-02,0.0,0.0,0.0,0.0,1.0
2010-07-06,0.0,0.0,0.0,0.0,1.0
2010-07-07,0.0,0.0,0.0,0.0,1.0
2010-07-08,0.0,0.0,0.0,0.0,1.0
2010-07-09,0.0,0.0,0.0,0.0,1.0
2010-07-12,0.0,0.0,0.0,0.0,1.0
2010-07-13,0.0,0.0,0.0,0.0,1.0
2010-07-14,0.0,0.0,0.0,0.0,1.0
2010-07-15,0.0,0.0,0.0,0.0,1.0
2010-07-16,0.0,0.0,0.0,0.0,1.0
2010-07-19,0.0,0.0,0.0,0.0,1.0
2010-07-20,0.0,0.0,0.0,0.0,1.0
2010-07-21,0.0,0.0,0.0,0.0,1.0
2010-07-22,0.0,0.0,0.0,0.0,1.0
2010-07-23,0.0,0.0,0.0,0.0,1.0
2010-07-26,0.0,0.0,0.0,0.0,1.0
2010-07-27,0.0,0.0,0.0,0.0,1.0
2010-07-28,0.0,0.0,0.0,0.0,1.0
2010-07-29,0.0,0.0,0.0,0.0,1.0
2010-07-30,0.0,0.0,0.0,0.0,1.0
2010-08-02,0.0,0.0,0.0,0.0,1.0
2010-08-03,0.0,0.0,0.0,0.0,1.0
2010-08-04,0.0,0.0,0.0,0.0,1.0
2010-08-05,0.0,0.0,0.0,0.0,1.0
2010-08-06,0.0,0.0,0.0,0.0,1.0
2010-08-09,0.0,0.0,0.0,0.0,1.0
2010-08-10,0.0,0.0,0.0,0.0,1.0
2010-08-11,0.0,0.0,0.0,0.0,1.0
2010-08-12,0.0,0.0,0.0,0.0,1.0
2010-08-13,0.0,0.0,0.0,0.0,1.0
2010-08-16,0.0,0.0,0.0,0.0,1.0
2010-08-17,0.0,0.0,0.0,0.0,1.0
2010-08-18,0.0,0.0,0.0,0.0,1.0
2010-08-19,0.0,0.0,0.0,0.0,1.0
2010-08-20,0.0,0.0,0.0,0.0,1.0
2010-08-23,0.0,0.0,0.0,0.0,1.0
2010-08-24,0.0,0.0,0.0,0.0,1.0
2010-08-25,0.0,0.0,0.0,0.0,1.0
2010-08-26,0.0,0.0,0.0,0.0,1.0
2010-08-27,0.0,0.0,0.0,0.0,1.0
2010-08-30,0.0,0.0,0.0,0.0,1.0
2010-08-31,0.0,0.0,0.0,0.0,1.0
2010-09-01,0.0,0.0,0.0,0.0,1.0
2010-09-02,0.0,0.0,0.0,0.0,1.0
2010-09-03,0.0,0.0,0.0,0.0,1.0
2010-09-07,0.0,0.0,0.0,0.0,1.0
2010-09-08,0.0,0.0,0.0,0.0,1.0
2010-09-09,0.0,0.0,0.0,0.0,1.0
2010-09-10,0.0,0.0,0.0,0.0,1.0
2010-09-13,0.0,0.0,0.0,0.0,1.0
2010-09-14,0.0,0.0,0.0,0.0,1.0
2010-09-15,0.0,0.0,0.0,0.0,1.0
2010-09-16,0.0,0.0,0.0,0.0,1.0
2010-09-17,0.0,0.0,0.0,0.0,1.0
2010-09-20,0.0,0.0,0.0,0.0,1.0
2010-09-21,0.0,0.0,0.0,0.0,1.0
2010-09-22,0.0,0.0,0.0,0.0,1.0
2010-09-23,0.0,0.0,0.0,0.0,1.0
2010-09-24,0.0,0.0,0.0,0.0,1.0
2010-09-27,0.0,0.0,0.0,0.0,1.0
2010-09-28,0.0,0.0,0.0,0.0,1.0
2010-09-29,0.0,0.0,0.0,0.0,1.0
2010-09-30,0.0,0.0,0.0,0.0,1.0
2010-10-01,0.0,0.0,0.0,0.0,1.0
2010-10-04,0.0,0.0,0.0,0.0,1.0
2010-10-05,0.0,0.0,0.0,0.0,1.0
2010-10-06,0.0,0.0,0.0,0.0,1.0
2010-10-07,0.0,0.0,0.0,0.0,1.0
2010-10-08,0.0,0.0,0.0,0.0,1.0
2010-10-11,0.0,0.0,0.0,0.0,1.0
2010-10-12,0.0,0.0,0.0,0.0,1.0
2010-10-13,0.0,0.0,0.0,0.0,1.0
2010-10-14,0.0,0.0,0.0,0.0,1.0
2010-10-15,0.0,0.0,0.0,0.0,1.0
2010-10-18,0.0,0.0,0.0,0.0,1.0
2010-10-19,0.0,0.0,0.0,0.0,1.0
2010-10-20,0.0,0.0,0.0,0.0,1.0
2010-10-21,0.0,0.0,0.0,0.0,1.0
2010-10-22,0.0,0.0,0.0,0.0,1.0
2010-10-25,0.0,0.0,0.0,0.0,1.0
2010-10-26,0.0,0.0,0.0,0.0,1.0
2010-10-27,0.0,0.0,0.0,0.0,1.0
2010-10-28,0.0,0.0,0.0,0.0,1.0
2010-10-29,0.0,0.0,0.0,0.0,1.0
2010-11-01,0.0,0.0,0.0,0.0,1.0
2010-11-02,0.0,0.0,0.0,0.0,1.0
2010-11-03,0.0,0.0,0.0,0.0,1.0
2010-11-04,0.0,0.0,0.0,0.0,1.0
2010-11-05,0.0,0.0,0.0,0.0,1.0
2010-11-08,0.0,0.0,0.0,0.0,1.0
2010-11-09,0.0,0.0,0.0,0.0,1.0
2010-11-10,0.0,0.0,0.0,0.0,1.0
2010-11-11,0.0,0.0,0.0,0.0,1.0
2010-11-12,0.0,0.0,0.0,0.0,1.0
2010-11-15,0.0,0.0,0.0,0.0,1.0
2010-11-16,0.0,0.0,0.0,0.0,1.0
2010-11-17,0.0,0.0,0.0,0.0,1.0
2010-11-18,0.0,0.0,0.0,0.0,1.0
2010-11-19,0.0,0.0,0.0,0.0,1.0
2010-11-22,0.0,0.0,0.0,0.0,1.0
2010-11-23,0.0,0.0,0.0,0.0,1.0
2010-11-24,0.0,0.0,0.0,0.0,1.0
2010-11-26,0.0,0.0,0.0,0.0,1.0
2010-11-29,0.0003155203882062745,0.0001714285714285714,0.0001440918167777031,0.857142857142857,1.0001440918167777
2010-11-30,-0.010280190382118701,1.4285714285714285e-05,-0.010294476096404416,0.07142857142857142,0.9898481323706098
2010-12-01,0.028661906651937786,0.0,0.028661906651937786,0.0,1.0182190671402112
2010-12-02,0.019133775386451356,1.4285714285714285e-05,0.019119489672165643,0.07142857142857142,1.0376868960784005
2010-12-03,0.0070257548297793584,2.857142857142857e-05,0.00699718340120793,0.14285714285714285,1.0449477816032913
2010-12-06,0.001513927390042247,0.0,0.001513927390042247,0.0,1.0465297566710243
2010-12-07,6.60009197261946e-05,0.0,6.60009197261946e-05,0.0,1.0465988285974854
2010-12-08,-0.005276383844189967,1.4285714285714285e-05,-0.005290669558475681,0.07142857142857142,1.0410616200350884
2010-12-09,-0.0009676810738875213,1.4285714285714285e-05,-0.0009819667881732356,0.07142857142857142,1.040039332099772
2010-12-10,0.010693169182830522,0.0,0.010693169182830522,0.0,1.051160648634713
2010-12-13,0.0011679440986367973,0.0,0.0011679440986367973,0.0,1.052388345511005
2010-12-14,-0.0018753623139393734,0.0,-0.0018753623139393734,0.0,1.0504147360682046
2010-12-15,-0.012390880977459304,0.0,-0.012390880977459304,0.0,1.037399172096614
2010-12-16,0.007849610217094832,0.0,0.007849610217094832,0.0,1.0455423512371094
2010-12-17,0.00388629738743149,0.0,0.00388629738743149,0.0,1.049605639745171
2010-12-20,0.0050516665768258594,0.0,0.0050516665768258594,0.0,1.0549078974743196
2010-12-21,0.014296035323053027,0.0,0.014296035323053027,0.0,1.06998889803918
2010-12-22,0.003993899174173555,0.0,0.003993899174173555,0.0,1.0742623258154336
2010-12-23,-0.003356275620247793,0.0,-0.003356275620247793,0.0,1.0706568053615486
2010-12-27,0.0032720003310893354,0.0,0.0032720003310893354,0.0,1.0741599947831746
2010-12-28,0.0018908812735346264,0.0,0.0018908812735346264,0.0,1.0761911038020902
2010-12-29,0.006555023387679881,0.0,0.006555023387679881,0.0,1.083245561657126
2010-12-30,0.00019732536496372828,0.0,0.00019732536496372828,0.0,1.0834593134829251
2010-12-31,-3.677595851370955e-05,0.0,-3.677595851370955e-05,0.0,1.0834194682281613
2011-01-03,0.02023463539694657,0.0,0.02023463539694657,0.0,1.1053420661497118
2011-01-04,-0.010885345792270296,0.0,-0.010885345792270296,0.0,1.0933100355409295
2011-01-05,0.007049526774197614,0.0,0.007049526774197614,0.0,1.1010173539089743
2011-01-06,-0.007658237836544901,0.0,-0.007658237836544901,0.0,1.092585501150576
2011-01-07,-0.005338537696558628,0.0,-0.005338537696558628,0.0,1.0867526922659703
2011-01-10,-0.00044629868160247604,0.0,-0.00044629868160247604,0.0,1.0862676759721839
2011-01-11,0.005561572154733613,0.0,0.005561572154733613,0.0,1.092309032031458
2011-01-12,0.01591377755400317,0.0,0.01591377755400317,0.0,1.1096917949874352
2011-01-13,-0.0026077938106563365,0.0,-0.0026077938106563365,0.0,1.1067979475927308
2011-01-14,0.008415358631561764,0.0,0.008415358631561764,0.0,1.1161120492544
2011-01-18,0.004780972058091375,0.0,0.004780972058091375,0.0,1.1214481497755844
2011-01-19,-0.017748566159493464,0.0,-0.017748566159493464,0.0,1.1015440530948508
2011-01-20,-0.01267094068704516,0.0,-0.01267094068704516,0.0,1.0875864537339186
2011-01-21,-0.005279463541379514,0.0,-0.005279463541379514,0.0,1.0818445807033321
2011-01-24,0.011695214552568736,0.0,0.011695214552568736,0.0,1.0944969851871915
2011-01-25,0.0019874222471431956,0.0,0.0019874222471431956,0.0,1.0966722128449837
2011-01-26,0.011055003205478173,0.0,0.011055003205478173,0.0,1.108795927673344
2011-01-27,0.0051426088777993895,0.0,0.0051426088777993895,0.0,1.1144980314546649
2011-01-28,-0.03265987472047379,0.0,-0.03265987472047379,0.0,1.0780986653711409
2011-01-31,0.012233535071217423,0.0,0.012233535071217423,0.0,1.0912876232041915
2011-02-01,0.025830548788717662,0.0,0.025830548788717662,0.0,1.119476181397891
2011-02-02,-0.004376948991471832,0.0,-0.004376948991471832,0.0,1.1145762912547448
2011-02-03,0.003835436927422323,0.0,0.003835436927422323,0.0,1.1188511783206525
2011-02-04,0.0003288790487987073,0.0,0.0003288790487987073,0.0,1.119219145031926
2011-02-07,0.009180962738360205,0.0,0.009180962738360205,0.0,1.1294946542985234
2011-02-08,0.00819253595319079,0.0,0.00819253595319079,0.0,1.1387480798628007
2011-02-09,-0.008855102015729708,0.0,-0.008855102015729708,0.0,1.1286643494453992
2011-02-10,-0.000860717075070104,0.0,-0.000860717075070104,0.0,1.1276928887678086
2011-02-11,0.011914872815774451,0.0,0.011914872815774451,0.0,1.1411292061127305
2011-02-14,0.002167762720800445,0.0,0.002167762720800445,0.0,1.1436029034653583
2011-02-15,-0.003330822901235574,0.0,-0.003330822901235574,0.0,1.1397937647245764
2011-02-16,0.010079018487590914,0.0,0.010079018487590914,0.0,1.1512817671512763
2011-02-17,0.0049851469704441645,0.0,0.0049851469704441645,0.0,1.157021075964918
2011-02-18,0.003539299671266585,0.0,0.003539299671266585,0.0,1.1611161202787292
2011-02-22,-0.034446249802599256,0.0,-0.034446249802599256,0.0,1.1211200243497832
2011-02-23,-0.010421951660569853,0.0,-0.010421951660569853,0.0,1.1094357656503129
2011-02-24,0.0008437399254890288,0.0,0.0008437399254890288,0.0,1.1103718409005576
2011-02-25,0.023714624444458106,0.0,0.023714624444458106,0.0,1.136703892101216
2011-02-28,0.012597625212494048,0.0,0.012597625212494048,0.0,1.1510236617114904
2011-03-01,-0.026464971048425927,0.0,-0.026464971048425927,0.0,1.1205618538282427
2011-03-02,0.004444629847345392,0.0,0.004444629847345392,0.0,1.1255423364895643
2011-03-03,0.02679729898897075,0.0,0.02679729898897075,0.0,1.1557038310052197
2011-03-04,-0.00690718809389593,0.0,-0.00690718809389593,0.0,1.1477211672636305
2011-03-07,-0.01755747387445498,0.0,-0.01755747387445498,0.0,1.1275700828542403
2011-03-08,0.01596711534887214,0.0,0.01596711534887214,0.0,1.1455741244311113
2011-03-09,-0.003249951137156886,0.0,-0.003249951137156886,0.0,1.141851064502719
2011-03-10,-0.032295865728157805,0.0,-0.032295865728157805,0.0,1.104973995841985
2011-03-11,0.009884221646386946,0.0,0.009884221646386946,0.0,1.1158958037303812
2011-03-14,-0.006128016531895533,0.0,-0.006128016531895533,0.0,1.1090575757972485
2011-03-15,-0.018507772400278913,0.0,-0.018507772400278913,0.0,1.088531390605588
2011-03-16,-0.02743501146493579,0.0,-0.02743501146493579,0.0,1.0586675194243813
2011-03-17,0.01523127156102466,0.0,0.01523127156102466,0.0,1.0747923719055703
2011-03-18,0.00864917577993606,1.4285714285714285e-05,0.008634890065650346,0.07142857142857142,1.0840730858803744
2011-03-21,0.02681816796220752,1.4285714285714285e-05,0.026803882247921806,0.07142857142857142,1.113130453222453
2011-03-22,-0.0033334223811849473,0.0,-0.0033334223811849473,0.0,1.1094199192565029
2011-03-23,0.0035750255801364236,0.0,0.0035750255801364236,0.0,1.1133861238469576
2011-03-24,0.014961934633584455,0.0,0.014961934633584455,0.0,1.1300445342538958
2011-03-25,0.005211981555778344,0.0,0.005211981555778344,0.0,1.1359343055236353
2011-03-28,-0.005240765401640328,0.0,-0.005240765401640328,0.0,1.1299811403167106
2011-03-29,0.011815852727432663,0.0,0.011815852727432663,0.0,1.1433328310554691
2011-03-30,0.015773299585810866,0.0,0.015773299585810866,0.0,1.1613669623260003
2011-03-31,0.006453675041550041,0.0,0.006453675041550041,0.0,1.1688620473048443
2011-04-01,0.007255961121448955,0.0,0.007255961121448955,0.0,1.1773432648764255
2011-04-04,0.0033005686095429277,0.0,0.0033005686095429277,0.0,1.1812291670991333
2011-04-05,0.0010701270358878326,0.0,0.0010701270358878326,0.0,1.1824932323664255
2011-04-06,0.003970340272675541,0.0,0.003970340272675541,0.0,1.1871881328690563
2011-04-07,-0.005678945565081028,0.0,-0.005678945565081028,0.0,1.1804461560869828
2011-04-08,-0.00563817698342402,0.0,-0.00563817698342402,0.0,1.1737905917395617
2011-04-11,-0.008177753524455204,0.0,-0.008177753524455204,0.0,1.164191621590991
2011-04-12,-0.0147430151869278,0.0,-0.0147430151869278,0.0,1.147027926833381
2011-04-13,0.004677505976246579,0.0,0.004677505976246579,0.0,1.1523931568160657
2011-04-14,0.007255041493660511,0.0,0.007255041493660511,0.0,1.1607538169857767
2011-04-15,0.0075914737013719116,0.0,0.0075914737013719116,0.0,1.1695656490611912
2011-04-18,-0.019673089968872744,0.0,-0.019673089968872744,0.0,1.1465566788227073
2011-04-19,0.009636476057746621,0.0,0.009636476057746621,0.0,1.1576054448070316
2011-04-20,0.027979776221947403,0.0,0.027979776221947403,0.0,1.1899949861060402
2011-04-21,0.010927734624249182,0.0,0.010927734624249182,0.0,1.2029989355183939
2011-04-25,7.192523450748139e-05,0.0,7.192523450748139e-05,0.0,1.2030854614989432
2011-04-26,0.012126246623946044,0.0,0.012126246623946044,0.0,1.2176743725147634
2011-04-27,0.009202385259684974,0.0,0.009202385259684974,0.0,1.2288798812114894
2011-04-28,0.004686573175714097,0.0,0.004686573175714097,0.0,1.23463911669895
2011-04-29,0.0029810599784236835,0.0,0.0029810599784236835,0.0,1.2383196499575377
2011-05-02,-0.00570730065603944,0.0,-0.00570730065603944,0.0,1.2312521874069486
2011-05-03,-0.014934530327283858,0.0,-0.014934530327283858,0.0,1.212864014273585
2011-05-04,-0.01383932452385883,0.0,-0.01383932452385883,0.0,1.1960787955767427
2011-05-05,-0.012260838103336938,0.0,-0.012260838103336938,0.0,1.181413867105342
2011-05-06,0.005317159753567486,0.0,0.005317159753567486,0.0,1.1876956333718212
2011-05-09,0.009489357896644703,1.4285714285714285e-05,0.009475072182358988,0.07142857142857142,1.1989491352286916
2011-05-10,0.017497507343016343,0.0,0.017497507343016343,0.0,1.2199277565262587
2011-05-11,-0.02158968861382091,0.0,-0.02158968861382091,0.0,1.1935898961314997
2011-05-12,0.006967928782977664,1.4285714285714285e-05,0.0069536430686919495,0.07142857142857142,1.2018896942395951
2011-05-13,-0.01955494116801523,1.4285714285714285e-05,-0.019569226882300943,0.07142857142857142,1.1783696421255212
2011-05-16,-0.011077125443437474,1.4285714285714285e-05,-0.01109141115772319,0.07142857142857142,1.165299859928928
2011-05-17,0.0011360671437835271,1.4285714285714285e-05,0.0011217814294978128,0.07142857142857142,1.1666070716715924
2011-05-18,0.01675590686475161,0.0,0.01675590686475161,0.0,1.1861546311122821
2011-05-19,0.0015501675094349854,1.4285714285714285e-05,0.001535881795149271,0.07142857142857142,1.1879764244164395
2011-05-20,-0.012407314644175698,1.4285714285714285e-05,-0.012421600358461413,0.07142857142857142,1.1732198560370646
2011-05-23,-0.022786884017449133,0.0,-0.022786884017449133,0.0,1.1464858312505797
2011-05-24,0.0015326980590805173,0.0,0.0015326980590805173,0.0,1.1482430478589005
2011-05-25,0.0072257607271544655,1.4285714285714285e-05,0.007211475012868751,0.07142857142857142,1.1565235739072353
2011-05-26,0.014699863252267485,1.4285714285714285e-05,0.01468557753798177,0.07142857142857142,1.1735077905263538
2011-05-27,0.0077112381897800255,1.4285714285714285e-05,0.007696952475494311,0.07142857142857142,1.1825402242196577
2011-05-31,0.023074651243182094,2.857142857142857e-05,0.023046079814610664,0.14285714285714285,1.2097931406110114
2011-06-01,-0.03269474285100046,0.0,-0.03269474285100046,0.0,1.1702392649758302
2011-06-02,-0.004796753546136138,0.0,-0.004796753546136138,0.0,1.1646259156317296
2011-06-03,-0.009253385637851561,0.0,-0.009253385637851561,0.0,1.153849182910553
2011-06-06,-0.021890542218750236,0.0,-0.021890542218750236,0.0,1.128590798657979
2011-06-07,0.007009275614508488,0.0,0.007009275614508488,0.0,1.1365014026217712
2011-06-08,-0.00687900574762356,1.4285714285714285e-05,-0.006893291461909274,0.07142857142857142,1.1286671672066306
2011-06-09,0.003096284222874127,1.4285714285714285e-05,0.003081998508588413,0.07142857142857142,1.1321457177326542
2011-06-10,-0.021894836418229587,1.4285714285714285e-05,-0.0219091221325153,0.07142857142857142,1.1073413989310452
2011-06-13,-0.0016451778743668624,1.4285714285714285e-05,-0.0016594635886525767,0.07142857142857142,1.1055038061993117
2011-06-14,0.00890519467857061,4.2857142857142856e-05,0.008862337535713466,0.21428571428571427,1.115301154076866
2011-06-15,-0.011229457279982067,0.0,-0.011229457279982067,0.0,1.1027769274128452
2011-06-16,0.003205777993276069,2.857142857142857e-05,0.0031772065647046404,0.14285714285714285,1.106280677506026
2011-06-17,0.00282625258977655,7.142857142857142e-05,0.002754824018347979,0.3571428571428571,1.1093282860874538
2011-06-20,0.005914515870273584,0.0,0.005914515870273584,0.0,1.1158894258408614
2011-06-21,0.008516455689296352,1.4285714285714285e-05,0.008502169975010637,0.07142857142857142,1.1253769074126776
2011-06-22,-0.0053438536578438766,1.4285714285714285e-05,-0.005358139372129591,0.07142857142857142,1.1193469810965844
2011-06-23,-0.004869571157393067,2.857142857142857e-05,-0.004898142585964495,0.14285714285714285,1.1138642599800044
2011-06-24,-0.00857246185473957,1.4285714285714285e-05,-0.008586747569025286,0.07142857142857142,1.104299788753397
2011-06-27,0.0036709501786193954,0.0,0.0036709501786193954,0.0,1.1083536182601705
2011-06-28,0.00837051533250427,2.857142857142857e-05,0.008341943903932841,0.14285714285714285,1.117599441969418
2011-06-29,0.005667278840228234,1.4285714285714285e-05,0.00565299312594252,0.07142857142857142,1.1239172239324284
2011-06-30,0.009818214687128861,4.2857142857142856e-05,0.009775357544271718,0.21428571428571427,1.1349039166465331
2011-07-01,0.019054757254955916,1.4285714285714285e-05,0.019040471540670203,0.07142857142857142,1.1565130223728366
2011-07-05,0.0049624955554571585,1.4285714285714285e-05,0.004948209841171444,0.07142857142857142,1.1622356914915848
2011-07-06,0.003331772877278863,0.0,0.003331772877278863,0.0,1.166107996845502
2011-07-07,0.01950817299171787,0.0,0.01950817299171787,0.0,1.1888566333749897
2011-07-08,-0.005109755699442355,1.4285714285714285e-05,-0.005124041413728069,0.07142857142857142,1.182764882750591
2011-07-11,-0.02987619250674313,1.4285714285714285e-05,-0.029890478221028843,0.07142857142857142,1.1474114747821367
2011-07-12,-0.005498814645347723,1.4285714285714285e-05,-0.005513100359633437,0.07142857142857142,1.1410856801678677
2011-07-13,0.005438057605408202,1.4285714285714285e-05,0.005423771891122488,0.07142857142857142,1.1472746686053246
2011-07-14,-0.016594930385411266,2.857142857142857e-05,-0.016623501813982696,0.14285714285714285,1.1282029460706275
2011-07-15,0.012217295468358145,2.857142857142857e-05,0.012188724039786717,0.14285714285714285,1.1419543004411568
2011-07-18,-0.01392469980149843,1.4285714285714285e-05,-0.013938985515784146,0.07142857142857142,1.12603661598762
2011-07-19,0.029856378472240954,1.4285714285714285e-05,0.02984209275795524,0.07142857142857142,1.1596399051307766
2011-07-20,-0.002251785996902027,2.857142857142857e-05,-0.0022803574254734557,0.14285714285714285,1.1569955116622364
2011-07-21,0.01050657987663635,2.857142857142857e-05,0.010478008448064922,0.14285714285714285,1.1691185204078065
2011-07-22,0.007411017299635241,0.0,0.007411017299635241,0.0,1.1777828779878727
2011-07-25,-0.011767675186210136,1.4285714285714285e-05,-0.01178196090049585,0.07142857142857142,1.1639062861701461
2011-07-26,0.0012267344808989389,0.0,0.0012267344808989389,0.0,1.165334090143926
2011-07-27,-0.036265056314817384,0.0,-0.036265056314817384,0.0,1.12307318373928
2011-07-28,0.000528621715889426,0.0,0.000528621715889426,0.0,1.1236668646127377
2011-07-29,0.0038976549204641927,2.857142857142857e-05,0.003869083491892764,0.14285714285714285,1.1280144255289979
2011-08-01,-0.006145158144813446,0.0,-0.006145158144813446,0.0,1.1210825984944914
2011-08-02,-0.01956157747833647,0.0,-0.01956157747833647,0.0,1.0991524543844267
2011-08-03,0.0012958430868972302,4.2857142857142856e-05,0.0012529859440400873,0.21428571428571427,1.1005296769601274
2011-08-04,-0.008237227781320824,4.2857142857142856e-05,-0.008280084924177967,0.21428571428571427,1.0914171977733194
2011-08-05,-0.011386810139927055,2.857142857142857e-05,-0.011415381568498483,0.14285714285714285,1.0789582540103155
2011-08-08,0.011302098395615927,4.2857142857142856e-05,0.011259241252758784,0.21428571428571427,1.091106505293873
2011-08-09,0.0014408802861721113,0.0,0.0014408802861721113,0.0,1.092678659147465
2011-08-10,0.011122031810035111,0.0,0.011122031810035111,0.0,1.1048314659526497
2011-08-11,-0.015845719290511175,0.0,-0.015845719290511175,0.0,1.08732461667984
2011-08-12,0.00508797758172116,0.0,0.00508797758172116,0.0,1.0928568999535606
2011-08-15,-0.002131761048675946,0.0,-0.002131761048675946,0.0,1.090527190182463
2011-08-16,0.005686268559999969,0.0,0.005686268559999969,0.0,1.0967282206578224
2011-08-17,0.005074400313332442,0.0,0.005074400313332442,0.0,1.1022934586843691
2011-08-18,0.007225153467165917,0.0,0.007225153467165917,0.0,1.1102576980892167
